# DRAFT emoji-data.txt
# For details about the format and other information, see /../../../reports/tr51/index.html#Data_Files.
#
# Format
# Code ;	Default Style ;	Ordering ;	Annotations ;	Sources	# Version Char Name
#
U+1F4C6 ;	emoji ;	964 ;	calendar, office ;	j 	# V6.0 (📆) tear-off calendar
U+1F5D2 ;	emoji ;	965 ;	note, office, pad, spiral ;	w 	# V7.0 (🗒) spiral note pad
U+1F5D3 ;	emoji ;	966 ;	calendar, office, pad, spiral ;	w 	# V7.0 (🗓) spiral calendar pad
U+1F4C7 ;	emoji ;	967 ;	card, index, office, rolodex ;	j 	# V6.0 (📇) card index
U+1F4C8 ;	emoji ;	968 ;	chart, graph, office, trend, upward ;	j 	# V6.0 (📈) chart with upwards trend
U+1F4C9 ;	emoji ;	969 ;	chart, down, graph, office, trend ;	j 	# V6.0 (📉) chart with downwards trend
U+1F5E0 ;	emoji ;	970 ;	chart, graph, object, stock ;	w 	# V7.0 (🗠) stock chart
U+1F4CA ;	emoji ;	971 ;	bar, chart, graph, office ;	j 	# V6.0 (📊) bar chart
U+1F4CB ;	emoji ;	972 ;	clipboard, office ;	jw 	# V6.0 (📋) clipboard
U+1F4CC ;	emoji ;	973 ;	office, pin, pushpin ;	j 	# V6.0 (📌) pushpin
U+1F588 ;	emoji ;	974 ;	communication, office, pushpin ;	w 	# V7.0 (🖈) black pushpin
U+1F4CD ;	emoji ;	975 ;	office, pin, place, pushpin ;	j 	# V6.0 (📍) round pushpin
U+1F4CE ;	emoji ;	976 ;	office, paperclip ;	j 	# V6.0 (📎) paperclip
U+1F587 ;	emoji ;	977 ;	communication, links, office, paperclip ;	w 	# V7.0 (🖇) linked paperclips
U+1F4CF ;	emoji ;	978 ;	office, ruler, straight edge ;	j 	# V6.0 (📏) straight ruler
U+1F4D0 ;	emoji ;	979 ;	office, ruler, set, triangle ;	j 	# V6.0 (📐) triangular ruler
U+1F4DB ;	emoji ;	980 ;	badge, name, office ;	j 	# V6.0 (📛) name badge
U+2700 ;	text ;	981 ;	object, office, scissors, tool ;	w 	# V7.0 (✀) black safety scissors
U+2701 ;	text ;	982 ;	office, scissors, tool ;	zw 	# V1.1 (✁) upper blade scissors
U+2702 ;	text ;	983 ;	office, scissors, tool ;	zjw 	# V1.1 (✂) black scissors
U+2703 ;	text ;	984 ;	office, scissors, tool ;	z 	# V1.1 (✃) lower blade scissors
U+2704 ;	text ;	985 ;	office, scissors, tool ;	zw 	# V1.1 (✄) white scissors
U+2707 ;	text ;	986 ;	drive, office, tape ;	zw 	# V1.1 (✇) tape drive
U+1F5C3 ;	emoji ;	987 ;	box, card, file, office ;	w 	# V7.0 (🗃) card file box
U+1F5C4 ;	emoji ;	988 ;	cabinet, file, office ;	w 	# V7.0 (🗄) file cabinet
U+1F5D1 ;	emoji ;	989 ;	office, wastebasket ;	w 	# V7.0 (🗑) wastebasket
U+1F512 ;	emoji ;	990 ;	closed, lock, object ;	jw 	# V6.0 (🔒) lock
U+1F513 ;	emoji ;	991 ;	lock, object, open, unlock ;	jw 	# V6.0 (🔓) open lock
U+1F50F ;	emoji ;	992 ;	ink, lock, object, pen, privacy ;	j 	# V6.0 (🔏) lock with ink pen
U+1F510 ;	emoji ;	993 ;	closed, key, lock, object, secure ;	j 	# V6.0 (🔐) closed lock with key
U+1F511 ;	emoji ;	994 ;	key, lock, object, password ;	j 	# V6.0 (🔑) key
U+1F5DD ;	emoji ;	995 ;	clue, key, lock, object, old ;	w 	# V7.0 (🗝) old key
U+26BF ;	text ;	996 ;	key, lock, object ;	a 	# V5.2 (⚿) squared key
U+1F528 ;	emoji ;	997 ;	hammer, object, tool ;	j 	# V6.0 (🔨) hammer
U+26CF ;	text ;	998 ;	mining, object, pick, tool, travel ;	a 	# V5.2 (⛏) pick
U+2692 ;	text ;	999 ;	hammer, object, pick, tool ;	x 	# V4.1 (⚒) hammer and pick
U+1F6E0 ;	emoji ;	1000 ;	hammer, object, tool, wrench ;	w 	# V7.0 (🛠) hammer and wrench
U+1F527 ;	emoji ;	1001 ;	object, tool, wrench ;	j 	# V6.0 (🔧) wrench
U+1F529 ;	emoji ;	1002 ;	bolt, nut, object, tool ;	j 	# V6.0 (🔩) nut and bolt
U+2699 ;	text ;	1003 ;	gear, object, tool ;	x 	# V4.1 (⚙) gear
U+1F5DC ;	emoji ;	1004 ;	compression, object, tool, vice ;	w 	# V7.0 (🗜) compression
U+2697 ;	text ;	1005 ;	alembic, chemistry, object, tool ;	x 	# V4.1 (⚗) alembic
U+2696 ;	text ;	1006 ;	balance, justice, object, scales, tool, weight ;	x 	# V4.1 (⚖) scales
U+1F489 ;	emoji ;	1007 ;	doctor, medicine, needle, object, shot, syringe, tool ;	j 	# V6.0 (💉) syringe
U+1F5E1 ;	emoji ;	1008 ;	dagger, knife, object, rating, weapon ;	w 	# V7.0 (🗡) dagger knife
U+1F52A ;	emoji ;	1009 ;	cooking, hocho, knife, object, tool, weapon ;	j 	# V6.0 (🔪) hocho
U+2694 ;	text ;	1010 ;	crossed, object, swords, weapon ;	x 	# V4.1 (⚔) crossed swords
U+1F52B ;	emoji ;	1011 ;	gun, object, pistol, revolver, tool, weapon ;	j 	# V6.0 (🔫) pistol
U+1F6E1 ;	emoji ;	1012 ;	object, shield, weapon ;	w 	# V7.0 (🛡) shield
U+26E8 ;	text ;	1013 ;	cross, object, shield, travel, weapon ;	a 	# V5.2 (⛨) black cross on shield
U+1F392 ;	emoji ;	1014 ;	activity, bag, object, satchel, school ;	j 	# V6.0 (🎒) school satchel
U+1F50B ;	emoji ;	1015 ;	battery, object ;	j 	# V6.0 (🔋) battery
U+1F50C ;	emoji ;	1016 ;	electric, electricity, object, plug ;	j 	# V6.0 (🔌) electric plug
U+1F517 ;	emoji ;	1017 ;	link, links, object ;	j 	# V6.0 (🔗) link symbol
U+26D3 ;	text ;	1018 ;	chain, object, travel ;	a 	# V5.2 (⛓) chains
U+1F6AC ;	emoji ;	1019 ;	activity, allowed, object, permitted, smoking, travel ;	j 	# V6.0 (🚬) smoking symbol
U+1F484 ;	emoji ;	1020 ;	cosmetics, lipstick, makeup, object ;	j 	# V6.0 (💄) lipstick
U+1F48D ;	emoji ;	1021 ;	object, ring, romance ;	j 	# V6.0 (💍) ring
U+1F48E ;	emoji ;	1022 ;	diamond, gem, jewel, object, romance ;	j 	# V6.0 (💎) gem stone
U+1F6E2 ;	emoji ;	1023 ;	drum, object, oil ;	w 	# V7.0 (🛢) oil drum
U+1F52E ;	emoji ;	1024 ;	ball, crystal, fantasy, fortune, object, telling, tool ;	j 	# V6.0 (🔮) crystal ball
U+1F52F ;	emoji ;	1025 ;	fortune, object, star, telling ;	j 	# V6.0 (🔯) six pointed star with middle dot
U+1F531 ;	emoji ;	1026 ;	anchor, emblem, object, tool, trident ;	j 	# V6.0 (🔱) trident emblem
U+1F5F3 ;	emoji ;	1027 ;	ballot, box, object ;	w 	# V7.0 (🗳) ballot box with ballot
U+2624 ;	text ;	1028 ;	caduceus, doctor, medicine, object ;	x 	# V1.1 (☤) caduceus
U+269A ;	text ;	1029 ;	hermes, object, staff ;	x 	# V4.1 (⚚) staff of hermes
U+2695 ;	text ;	1030 ;	aesculapius, object, staff ;	x 	# V4.1 (⚕) staff of aesculapius
U+1F48A ;	emoji ;	1031 ;	doctor, medicine, object, pill ;	j 	# V6.0 (💊) pill
U+269B ;	text ;	1032 ;	atheist, atom, object ;	x 	# V4.1 (⚛) atom symbol
U+269C ;	text ;	1033 ;	fleur, lis, object ;	x 	# V4.1 (⚜) fleur-de-lis
U+26B0 ;	text ;	1034 ;	coffin, object ;	x 	# V4.1 (⚰) coffin
U+26B1 ;	text ;	1035 ;	funeral, object, urn ;	x 	# V4.1 (⚱) funeral urn
U+1F530 ;	emoji ;	1036 ;	beginner, chevron, green, japanese, leaf, object, place, tool, yellow ;	j 	# V6.0 (🔰) japanese symbol for beginner
U+1F4AF ;	emoji ;	1037 ;	100, full, hundred, office, score ;	j 	# V6.0 (💯) hundred points symbol
U+1F4E1 ;	emoji ;	1038 ;	antenna, communication, dish, office, satellite ;	j 	# V6.0 (📡) satellite antenna
U+1F3C1 ;	emoji ;	1039 ;	checkered, chequered, flag, sport ;	j 	# V6.0 (🏁) chequered flag
U+2690 ;	text ;	1040 ;	flag ;	x 	# V4.0 (⚐) white flag
U+2691 ;	text ;	1041 ;	flag ;	x 	# V4.0 (⚑) black flag
U+26FF ;	text ;	1042 ;	flag, travel ;	a 	# V5.2 (⛿) white flag with horizontal middle black stripe
U+1F3F1 ;	emoji ;	1043 ;	flag, pennant ;	w 	# V7.0 (🏱) white pennant
U+1F3F2 ;	emoji ;	1044 ;	flag, pennant ;	x 	# V7.0 (🏲) black pennant
U+1F3F3 ;	emoji ;	1045 ;	flag, waving ;	w 	# V7.0 (🏳) waving white flag
U+1F3F4 ;	emoji ;	1046 ;	flag, waving ;	x 	# V7.0 (🏴) waving black flag
U+1F6A9 ;	emoji ;	1047 ;	flag, post, travel ;	j 	# V6.0 (🚩) triangular flag on post
U+1F1E6 U+1F1EB ;	emoji ;	1048 ;	afghanistan, flag, Afghanistan ;	x 	# V6.0 (🇦🇫) flag for Afghanistan
U+1F1E6 U+1F1FD ;	emoji ;	1049 ;	åland, flag, islands, Åland Islands ;	x 	# V6.0 (🇦🇽) flag for Åland Islands
U+1F1E6 U+1F1F1 ;	emoji ;	1050 ;	albania, flag, Albania ;	x 	# V6.0 (🇦🇱) flag for Albania
U+1F1E9 U+1F1FF ;	emoji ;	1051 ;	algeria, flag, Algeria ;	x 	# V6.0 (🇩🇿) flag for Algeria
U+1F1E6 U+1F1F8 ;	emoji ;	1052 ;	american, flag, samoa, American Samoa ;	x 	# V6.0 (🇦🇸) flag for American Samoa
U+1F1E6 U+1F1E9 ;	emoji ;	1053 ;	andorra, flag, Andorra ;	x 	# V6.0 (🇦🇩) flag for Andorra
U+1F1E6 U+1F1F4 ;	emoji ;	1054 ;	angola, flag, Angola ;	x 	# V6.0 (🇦🇴) flag for Angola
U+1F1E6 U+1F1EE ;	emoji ;	1055 ;	anguilla, flag, Anguilla ;	x 	# V6.0 (🇦🇮) flag for Anguilla
U+1F1E6 U+1F1F6 ;	emoji ;	1056 ;	antarctica, flag, Antarctica ;	x 	# V6.0 (🇦🇶) flag for Antarctica
U+1F1E6 U+1F1EC ;	emoji ;	1057 ;	antigua, barbuda, flag, Antigua & Barbuda ;	x 	# V6.0 (🇦🇬) flag for Antigua & Barbuda
U+1F1E6 U+1F1F7 ;	emoji ;	1058 ;	argentina, flag, Argentina ;	x 	# V6.0 (🇦🇷) flag for Argentina
U+1F1E6 U+1F1F2 ;	emoji ;	1059 ;	armenia, flag, Armenia ;	x 	# V6.0 (🇦🇲) flag for Armenia
U+1F1E6 U+1F1FC ;	emoji ;	1060 ;	aruba, flag, Aruba ;	x 	# V6.0 (🇦🇼) flag for Aruba
U+1F1E6 U+1F1E8 ;	emoji ;	1061 ;	ascension, flag, island, Ascension Island ;	x 	# V6.0 (🇦🇨) flag for Ascension Island
U+1F1E6 U+1F1FA ;	emoji ;	1062 ;	australia, flag, Australia ;	x 	# V6.0 (🇦🇺) flag for Australia
U+1F1E6 U+1F1F9 ;	emoji ;	1063 ;	austria, flag, Austria ;	x 	# V6.0 (🇦🇹) flag for Austria
U+1F1E6 U+1F1FF ;	emoji ;	1064 ;	azerbaijan, flag, Azerbaijan ;	x 	# V6.0 (🇦🇿) flag for Azerbaijan
U+1F1E7 U+1F1F8 ;	emoji ;	1065 ;	bahamas, flag, Bahamas ;	x 	# V6.0 (🇧🇸) flag for Bahamas
U+1F1E7 U+1F1ED ;	emoji ;	1066 ;	bahrain, flag, Bahrain ;	x 	# V6.0 (🇧🇭) flag for Bahrain
U+1F1E7 U+1F1E9 ;	emoji ;	1067 ;	bangladesh, flag, Bangladesh ;	x 	# V6.0 (🇧🇩) flag for Bangladesh
U+1F1E7 U+1F1E7 ;	emoji ;	1068 ;	barbados, flag, Barbados ;	x 	# V6.0 (🇧🇧) flag for Barbados
U+1F1E7 U+1F1FE ;	emoji ;	1069 ;	belarus, flag, Belarus ;	x 	# V6.0 (🇧🇾) flag for Belarus
U+1F1E7 U+1F1EA ;	emoji ;	1070 ;	belgium, flag, Belgium ;	x 	# V6.0 (🇧🇪) flag for Belgium
U+1F1E7 U+1F1FF ;	emoji ;	1071 ;	belize, flag, Belize ;	x 	# V6.0 (🇧🇿) flag for Belize
U+1F1E7 U+1F1EF ;	emoji ;	1072 ;	benin, flag, Benin ;	x 	# V6.0 (🇧🇯) flag for Benin
U+1F1E7 U+1F1F2 ;	emoji ;	1073 ;	bermuda, flag, Bermuda ;	x 	# V6.0 (🇧🇲) flag for Bermuda
U+1F1E7 U+1F1F9 ;	emoji ;	1074 ;	bhutan, flag, Bhutan ;	x 	# V6.0 (🇧🇹) flag for Bhutan
U+1F1E7 U+1F1F4 ;	emoji ;	1075 ;	bolivia, flag, plurinational, Bolivia ;	x 	# V6.0 (🇧🇴) flag for Bolivia
U+1F1E7 U+1F1E6 ;	emoji ;	1076 ;	bosnia, flag, herzegovina, Bosnia & Herzegovina ;	x 	# V6.0 (🇧🇦) flag for Bosnia & Herzegovina
U+1F1E7 U+1F1FC ;	emoji ;	1077 ;	botswana, flag, Botswana ;	x 	# V6.0 (🇧🇼) flag for Botswana
U+1F1E7 U+1F1FB ;	emoji ;	1078 ;	bouvet, flag, island, Bouvet Island ;	x 	# V6.0 (🇧🇻) flag for Bouvet Island
U+1F1E7 U+1F1F7 ;	emoji ;	1079 ;	brazil, flag, Brazil ;	x 	# V6.0 (🇧🇷) flag for Brazil
U+1F1EE U+1F1F4 ;	emoji ;	1080 ;	british, flag, indian, ocean, territory, British Indian Ocean Territory ;	x 	# V6.0 (🇮🇴) flag for British Indian Ocean Territory
U+1F1FB U+1F1EC ;	emoji ;	1081 ;	british, flag, islands, virgin, British Virgin Islands ;	x 	# V6.0 (🇻🇬) flag for British Virgin Islands
U+1F1E7 U+1F1F3 ;	emoji ;	1082 ;	brunei, darussalam, flag, Brunei ;	x 	# V6.0 (🇧🇳) flag for Brunei
U+1F1E7 U+1F1EC ;	emoji ;	1083 ;	bulgaria, flag, Bulgaria ;	x 	# V6.0 (🇧🇬) flag for Bulgaria
U+1F1E7 U+1F1EB ;	emoji ;	1084 ;	burkina, faso, flag, Burkina Faso ;	x 	# V6.0 (🇧🇫) flag for Burkina Faso
U+1F1E7 U+1F1EE ;	emoji ;	1085 ;	burundi, flag, Burundi ;	x 	# V6.0 (🇧🇮) flag for Burundi
U+1F1F0 U+1F1ED ;	emoji ;	1086 ;	cambodia, flag, Cambodia ;	x 	# V6.0 (🇰🇭) flag for Cambodia
U+1F1E8 U+1F1F2 ;	emoji ;	1087 ;	cameroon, flag, Cameroon ;	x 	# V6.0 (🇨🇲) flag for Cameroon
U+1F1E8 U+1F1E6 ;	emoji ;	1088 ;	canada, flag, Canada ;	x 	# V6.0 (🇨🇦) flag for Canada
U+1F1EE U+1F1E8 ;	emoji ;	1089 ;	canary, flag, islands, Canary Islands ;	x 	# V6.0 (🇮🇨) flag for Canary Islands
U+1F1E8 U+1F1FB ;	emoji ;	1090 ;	cabo, cape, flag, verde, Cape Verde ;	x 	# V6.0 (🇨🇻) flag for Cape Verde
U+1F1E7 U+1F1F6 ;	emoji ;	1091 ;	bonaire, caribbean, eustatius, flag, netherlands, saba, sint, Caribbean Netherlands ;	x 	# V6.0 (🇧🇶) flag for Caribbean Netherlands
U+1F1F0 U+1F1FE ;	emoji ;	1092 ;	cayman, flag, islands, Cayman Islands ;	x 	# V6.0 (🇰🇾) flag for Cayman Islands
U+1F1E8 U+1F1EB ;	emoji ;	1093 ;	african, central, flag, republic, Central African Republic ;	x 	# V6.0 (🇨🇫) flag for Central African Republic
U+1F1EA U+1F1E6 ;	emoji ;	1094 ;	ceuta, flag, melilla, Ceuta & Melilla ;	x 	# V6.0 (🇪🇦) flag for Ceuta & Melilla
U+1F1F9 U+1F1E9 ;	emoji ;	1095 ;	chad, flag, Chad ;	x 	# V6.0 (🇹🇩) flag for Chad
U+1F1E8 U+1F1F1 ;	emoji ;	1096 ;	chile, flag, Chile ;	x 	# V6.0 (🇨🇱) flag for Chile
U+1F1E8 U+1F1F3 ;	emoji ;	1097 ;	china, flag, China ;	j 	# V6.0 (🇨🇳) flag for China
U+1F1E8 U+1F1FD ;	emoji ;	1098 ;	christmas, flag, island, Christmas Island ;	x 	# V6.0 (🇨🇽) flag for Christmas Island
U+1F1E8 U+1F1F5 ;	emoji ;	1099 ;	clipperton, flag, island, Clipperton Island ;	x 	# V6.0 (🇨🇵) flag for Clipperton Island
U+1F1E8 U+1F1E8 ;	emoji ;	1100 ;	cocos, flag, islands, keeling, Cocos  Islands ;	x 	# V6.0 (🇨🇨) flag for Cocos  Islands
U+1F1E8 U+1F1F4 ;	emoji ;	1101 ;	colombia, flag, Colombia ;	x 	# V6.0 (🇨🇴) flag for Colombia
U+1F1F0 U+1F1F2 ;	emoji ;	1102 ;	comoros, flag, Comoros ;	x 	# V6.0 (🇰🇲) flag for Comoros
U+1F1E8 U+1F1EC ;	emoji ;	1103 ;	brazzaville, congo, flag, rep., republic, Congo - Brazzaville ;	x 	# V6.0 (🇨🇬) flag for Congo - Brazzaville
U+1F1E8 U+1F1E9 ;	emoji ;	1104 ;	congo, dem., democratic, flag, kinshasa, rep., republic, Congo - Kinshasa ;	x 	# V6.0 (🇨🇩) flag for Congo - Kinshasa
U+1F1E8 U+1F1F0 ;	emoji ;	1105 ;	cook, flag, islands, Cook Islands ;	x 	# V6.0 (🇨🇰) flag for Cook Islands
U+1F1E8 U+1F1F7 ;	emoji ;	1106 ;	costa, flag, rica, Costa Rica ;	x 	# V6.0 (🇨🇷) flag for Costa Rica
U+1F1E8 U+1F1EE ;	emoji ;	1107 ;	coast, cote, côte, flag, ivoire, ivory, Côte d’Ivoire ;	x 	# V6.0 (🇨🇮) flag for Côte d’Ivoire
U+1F1ED U+1F1F7 ;	emoji ;	1108 ;	croatia, flag, Croatia ;	x 	# V6.0 (🇭🇷) flag for Croatia
U+1F1E8 U+1F1FA ;	emoji ;	1109 ;	cuba, flag, Cuba ;	x 	# V6.0 (🇨🇺) flag for Cuba
U+1F1E8 U+1F1FC ;	emoji ;	1110 ;	antilles, curacao, curaçao, flag, netherlands, Curaçao ;	x 	# V6.0 (🇨🇼) flag for Curaçao
U+1F1E8 U+1F1FE ;	emoji ;	1111 ;	cyprus, flag, Cyprus ;	x 	# V6.0 (🇨🇾) flag for Cyprus
U+1F1E8 U+1F1FF ;	emoji ;	1112 ;	czech, flag, republic, Czech Republic ;	x 	# V6.0 (🇨🇿) flag for Czech Republic
U+1F1E9 U+1F1F0 ;	emoji ;	1113 ;	denmark, flag, Denmark ;	x 	# V6.0 (🇩🇰) flag for Denmark
U+1F1E9 U+1F1EC ;	emoji ;	1114 ;	diego, flag, garcia, Diego Garcia ;	x 	# V6.0 (🇩🇬) flag for Diego Garcia
U+1F1E9 U+1F1EF ;	emoji ;	1115 ;	djibouti, flag, Djibouti ;	x 	# V6.0 (🇩🇯) flag for Djibouti
U+1F1E9 U+1F1F2 ;	emoji ;	1116 ;	dominica, flag, Dominica ;	x 	# V6.0 (🇩🇲) flag for Dominica
U+1F1E9 U+1F1F4 ;	emoji ;	1117 ;	dominica, dominican, flag, republic, Dominican Republic ;	x 	# V6.0 (🇩🇴) flag for Dominican Republic
U+1F1EA U+1F1E8 ;	emoji ;	1118 ;	ecuador, flag, Ecuador ;	x 	# V6.0 (🇪🇨) flag for Ecuador
U+1F1EA U+1F1EC ;	emoji ;	1119 ;	arab, egypt, flag, rep., Egypt ;	x 	# V6.0 (🇪🇬) flag for Egypt
U+1F1F8 U+1F1FB ;	emoji ;	1120 ;	el, flag, salvador, El Salvador ;	x 	# V6.0 (🇸🇻) flag for El Salvador
U+1F1EC U+1F1F6 ;	emoji ;	1121 ;	equatorial, flag, guinea, Equatorial Guinea ;	x 	# V6.0 (🇬🇶) flag for Equatorial Guinea
U+1F1EA U+1F1F7 ;	emoji ;	1122 ;	eritrea, flag, Eritrea ;	x 	# V6.0 (🇪🇷) flag for Eritrea
U+1F1EA U+1F1EA ;	emoji ;	1123 ;	estonia, flag, Estonia ;	x 	# V6.0 (🇪🇪) flag for Estonia
U+1F1EA U+1F1F9 ;	emoji ;	1124 ;	ethiopia, flag, Ethiopia ;	x 	# V6.0 (🇪🇹) flag for Ethiopia
U+1F1EA U+1F1FA ;	emoji ;	1125 ;	european, flag, union, European Union ;	x 	# V6.0 (🇪🇺) flag for European Union
U+1F1EB U+1F1F0 ;	emoji ;	1126 ;	falkland, flag, islands, islas, malvinas, Falkland Islands ;	x 	# V6.0 (🇫🇰) flag for Falkland Islands
U+1F1EB U+1F1F4 ;	emoji ;	1127 ;	faeroe, faroe, flag, islands, Faroe Islands ;	x 	# V6.0 (🇫🇴) flag for Faroe Islands
U+1F1EB U+1F1EF ;	emoji ;	1128 ;	fiji, flag, Fiji ;	x 	# V6.0 (🇫🇯) flag for Fiji
U+1F1EB U+1F1EE ;	emoji ;	1129 ;	finland, flag, Finland ;	x 	# V6.0 (🇫🇮) flag for Finland
U+1F1EB U+1F1F7 ;	emoji ;	1130 ;	flag, france, France ;	j 	# V6.0 (🇫🇷) flag for France
U+1F1EC U+1F1EB ;	emoji ;	1131 ;	flag, french, guiana, French Guiana ;	x 	# V6.0 (🇬🇫) flag for French Guiana
U+1F1F5 U+1F1EB ;	emoji ;	1132 ;	flag, french, polynesia, French Polynesia ;	x 	# V6.0 (🇵🇫) flag for French Polynesia
U+1F1F9 U+1F1EB ;	emoji ;	1133 ;	flag, french, southern, territories, French Southern Territories ;	x 	# V6.0 (🇹🇫) flag for French Southern Territories
U+1F1EC U+1F1E6 ;	emoji ;	1134 ;	flag, gabon, Gabon ;	x 	# V6.0 (🇬🇦) flag for Gabon
U+1F1EC U+1F1F2 ;	emoji ;	1135 ;	flag, gambia, Gambia ;	x 	# V6.0 (🇬🇲) flag for Gambia
U+1F1EC U+1F1EA ;	emoji ;	1136 ;	flag, georgia, Georgia ;	x 	# V6.0 (🇬🇪) flag for Georgia
U+1F1E9 U+1F1EA ;	emoji ;	1137 ;	flag, germany, Germany ;	j 	# V6.0 (🇩🇪) flag for Germany
U+1F1EC U+1F1ED ;	emoji ;	1138 ;	flag, ghana, Ghana ;	x 	# V6.0 (🇬🇭) flag for Ghana
U+1F1EC U+1F1EE ;	emoji ;	1139 ;	flag, gibraltar, Gibraltar ;	x 	# V6.0 (🇬🇮) flag for Gibraltar
U+1F1EC U+1F1F7 ;	emoji ;	1140 ;	flag, greece, Greece ;	x 	# V6.0 (🇬🇷) flag for Greece
U+1F1EC U+1F1F1 ;	emoji ;	1141 ;	flag, greenland, Greenland ;	x 	# V6.0 (🇬🇱) flag for Greenland
U+1F1EC U+1F1E9 ;	emoji ;	1142 ;	flag, grenada, Grenada ;	x 	# V6.0 (🇬🇩) flag for Grenada
U+1F1EC U+1F1F5 ;	emoji ;	1143 ;	flag, guadeloupe, Guadeloupe ;	x 	# V6.0 (🇬🇵) flag for Guadeloupe
U+1F1EC U+1F1FA ;	emoji ;	1144 ;	flag, guam, Guam ;	x 	# V6.0 (🇬🇺) flag for Guam
U+1F1EC U+1F1F9 ;	emoji ;	1145 ;	flag, guatemala, Guatemala ;	x 	# V6.0 (🇬🇹) flag for Guatemala
U+1F1EC U+1F1EC ;	emoji ;	1146 ;	channel, flag, guernsey, islands, Guernsey ;	x 	# V6.0 (🇬🇬) flag for Guernsey
U+1F1EC U+1F1F3 ;	emoji ;	1147 ;	flag, guinea, Guinea ;	x 	# V6.0 (🇬🇳) flag for Guinea
U+1F1EC U+1F1FC ;	emoji ;	1148 ;	bissau, flag, guinea, Guinea-Bissau ;	x 	# V6.0 (🇬🇼) flag for Guinea-Bissau
U+1F1EC U+1F1FE ;	emoji ;	1149 ;	flag, guyana, Guyana ;	x 	# V6.0 (🇬🇾) flag for Guyana
U+1F1ED U+1F1F9 ;	emoji ;	1150 ;	flag, haiti, Haiti ;	x 	# V6.0 (🇭🇹) flag for Haiti
U+1F1ED U+1F1F2 ;	emoji ;	1151 ;	flag, heard, island, islands, mcdonald, Heard & McDonald Islands ;	x 	# V6.0 (🇭🇲) flag for Heard & McDonald Islands
U+1F1ED U+1F1F3 ;	emoji ;	1152 ;	flag, honduras, Honduras ;	x 	# V6.0 (🇭🇳) flag for Honduras
U+1F1ED U+1F1F0 ;	emoji ;	1153 ;	china, flag, hong, kong, Hong Kong ;	x 	# V6.0 (🇭🇰) flag for Hong Kong
U+1F1ED U+1F1FA ;	emoji ;	1154 ;	flag, hungary, Hungary ;	x 	# V6.0 (🇭🇺) flag for Hungary
U+1F1EE U+1F1F8 ;	emoji ;	1155 ;	flag, iceland, Iceland ;	x 	# V6.0 (🇮🇸) flag for Iceland
U+1F1EE U+1F1F3 ;	emoji ;	1156 ;	flag, india, India ;	x 	# V6.0 (🇮🇳) flag for India
U+1F1EE U+1F1E9 ;	emoji ;	1157 ;	flag, indonesia, Indonesia ;	x 	# V6.0 (🇮🇩) flag for Indonesia
U+1F1EE U+1F1F7 ;	emoji ;	1158 ;	flag, iran, islamic, rep., republic, Iran ;	x 	# V6.0 (🇮🇷) flag for Iran
U+1F1EE U+1F1F6 ;	emoji ;	1159 ;	flag, iraq, Iraq ;	x 	# V6.0 (🇮🇶) flag for Iraq
U+1F1EE U+1F1EA ;	emoji ;	1160 ;	flag, ireland, Ireland ;	x 	# V6.0 (🇮🇪) flag for Ireland
U+1F1EE U+1F1F2 ;	emoji ;	1161 ;	flag, isle, man, Isle of Man ;	x 	# V6.0 (🇮🇲) flag for Isle of Man
U+1F1EE U+1F1F1 ;	emoji ;	1162 ;	flag, israel, Israel ;	x 	# V6.0 (🇮🇱) flag for Israel
U+1F1EE U+1F1F9 ;	emoji ;	1163 ;	flag, italy, Italy ;	j 	# V6.0 (🇮🇹) flag for Italy
U+1F1EF U+1F1F2 ;	emoji ;	1164 ;	flag, jamaica, Jamaica ;	x 	# V6.0 (🇯🇲) flag for Jamaica
U+1F1EF U+1F1F5 ;	emoji ;	1165 ;	flag, japan, Japan ;	j 	# V6.0 (🇯🇵) flag for Japan
U+1F1EF U+1F1EA ;	emoji ;	1166 ;	flag, jersey, Jersey ;	x 	# V6.0 (🇯🇪) flag for Jersey
U+1F1EF U+1F1F4 ;	emoji ;	1167 ;	flag, jordan, Jordan ;	x 	# V6.0 (🇯🇴) flag for Jordan
U+1F1F0 U+1F1FF ;	emoji ;	1168 ;	flag, kazakhstan, Kazakhstan ;	x 	# V6.0 (🇰🇿) flag for Kazakhstan
U+1F1F0 U+1F1EA ;	emoji ;	1169 ;	flag, kenya, Kenya ;	x 	# V6.0 (🇰🇪) flag for Kenya
U+1F1F0 U+1F1EE ;	emoji ;	1170 ;	flag, kiribati, Kiribati ;	x 	# V6.0 (🇰🇮) flag for Kiribati
U+1F1FD U+1F1F0 ;	emoji ;	1171 ;	flag, kosovo, Kosovo ;	x 	# V6.0 (🇽🇰) flag for Kosovo
U+1F1F0 U+1F1FC ;	emoji ;	1172 ;	flag, kuwait, Kuwait ;	x 	# V6.0 (🇰🇼) flag for Kuwait
U+1F1F0 U+1F1EC ;	emoji ;	1173 ;	flag, kyrgyz, kyrgyzstan, republic, Kyrgyzstan ;	x 	# V6.0 (🇰🇬) flag for Kyrgyzstan
U+1F1F1 U+1F1E6 ;	emoji ;	1174 ;	democratic, flag, lao, laos, republic, Laos ;	x 	# V6.0 (🇱🇦) flag for Laos
U+1F1F1 U+1F1FB ;	emoji ;	1175 ;	flag, latvia, Latvia ;	x 	# V6.0 (🇱🇻) flag for Latvia
